table	column	final_disposition	owner	responsibility	source_type	source_not_null	source_default	source_pk	production_nulls_rows	staging_nulls_rows	production_storage_types	target_declaration	source_checks	target_checks	source_foreign_keys	target_foreign_keys	source_indexes	target_index_declarations	column_consumer_evidence	canonical_readers_writers	retention	transfer
site_link_items	created_at	retain exact typed value	Professional links	Ordered explicit client destinations under links page	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/0	0/0		created_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							scripts/epoch5-data.mjs:26; server/utils/site-links.ts:26; server/utils/site-links.ts:40; server/utils/site-links.ts:157; server/utils/site-links.ts:181; server/utils/site-links.ts:198; server/utils/site-links.ts:217; server/utils/site-links.ts:336; server/utils/site-links.ts:385	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_items	updated_at	retain exact typed value	Professional links	Ordered explicit client destinations under links page	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/0	0/0		updated_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							scripts/epoch5-data.mjs:26; scripts/epoch5-data.mjs:348; server/utils/site-links.ts:27; server/utils/site-links.ts:41; server/utils/site-links.ts:158; server/utils/site-links.ts:182; server/utils/site-links.ts:199; server/utils/site-links.ts:336; server/utils/site-links.ts:343; server/utils/site-links.ts:385; server/utils/site-links.ts:392	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_items	updated_by	retain exact typed value	Professional links	Ordered explicit client destinations under links page	TEXT	0		0	0/0	0/0		updated_by: text(),							server/utils/site-links.ts:28; server/utils/site-links.ts:42; server/utils/site-links.ts:159; server/utils/site-links.ts:183; server/utils/site-links.ts:200; server/utils/site-links.ts:336; server/utils/site-links.ts:344; server/utils/site-links.ts:385; server/utils/site-links.ts:393	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	id	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	1		1	0/0	0/0		id: text().primaryKey(),					sqlite_autoindex_site_link_pages_1 UNIQUE(id)	id: text().primaryKey(),; site_id: text().notNull().references(() => sites.id, { onDelete: "cascade" } ).unique(),	scripts/epoch5-data.mjs:48; scripts/epoch5-data.mjs:51; scripts/epoch5-data.mjs:53; scripts/epoch5-data.mjs:64; scripts/epoch5-data.mjs:66; scripts/epoch5-data.mjs:67; scripts/epoch5-data.mjs:68; scripts/epoch5-data.mjs:69; scripts/epoch5-data.mjs:70; scripts/epoch5-data.mjs:71; scripts/epoch5-data.mjs:72; scripts/epoch5-data.mjs:73; scripts/epoch5-data.mjs:74; scripts/epoch5-data.mjs:76; scripts/epoch5-data.mjs:77; scripts/epoch5-data.mjs:79; scripts/epoch5-data.mjs:80; scripts/epoch5-data.mjs:82; scripts/epoch5-data.mjs:83; scripts/epoch5-data.mjs:239; scripts/epoch5-data.mjs:244; scripts/epoch5-data.mjs:246; scripts/epoch5-data.mjs:247; scripts/epoch5-data.mjs:252	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	organization_id	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	1		0	0/0	0/0		organization_id: text().notNull().references(() => organization.id, { onDelete: "cascade" } ),			organization.id ON DELETE CASCADE	group 0 organization_id -> sites.organization_id ON DELETE CASCADE; group 2 organization_id -> organization.id ON DELETE CASCADE	site_link_pages_organization_id_site_id_path_unique UNIQUE(organization_id,site_id,path)	unique("site_link_pages_organization_id_site_id_path_unique").on(table.organization_id, table.site_id, table.path),	shared/site-transfer-policy.ts:2; scripts/epoch5-data.mjs:50; scripts/epoch5-data.mjs:52; scripts/epoch5-data.mjs:66; scripts/epoch5-data.mjs:74; scripts/epoch5-data.mjs:247; scripts/epoch5-data.mjs:268; scripts/epoch5-data.mjs:270; scripts/epoch5-data.mjs:336; scripts/epoch5-data.mjs:340; scripts/epoch5-data.mjs:341; scripts/epoch5-data.mjs:348; server/utils/site-links.ts:19; server/utils/site-links.ts:33; server/utils/site-links.ts:48; server/utils/site-links.ts:150; server/utils/site-links.ts:174; server/utils/site-links.ts:191; server/utils/site-links.ts:225; server/utils/site-links.ts:239; server/utils/site-links.ts:271; server/utils/site-links.ts:326; server/utils/site-links.ts:335; server/utils/site-links.ts:361	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	site_id	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	1		0	0/0	0/0		site_id: text().notNull().references(() => sites.id, { onDelete: "cascade" } ).unique(),			sites.id ON DELETE CASCADE	group 0 site_id -> sites.id ON DELETE CASCADE; group 1 site_id -> sites.id ON DELETE CASCADE	site_link_pages_organization_id_site_id_path_unique UNIQUE(organization_id,site_id,path); site_link_pages_site_id_unique UNIQUE(site_id)	site_id: text().notNull().references(() => sites.id, { onDelete: "cascade" } ).unique(),; unique("site_link_pages_organization_id_site_id_path_unique").on(table.organization_id, table.site_id, table.path),	shared/site-transfer-policy.ts:3; scripts/epoch5-data.mjs:22; scripts/epoch5-data.mjs:50; scripts/epoch5-data.mjs:52; scripts/epoch5-data.mjs:66; scripts/epoch5-data.mjs:74; scripts/epoch5-data.mjs:77; scripts/epoch5-data.mjs:80; scripts/epoch5-data.mjs:81; scripts/epoch5-data.mjs:83; scripts/epoch5-data.mjs:247; scripts/epoch5-data.mjs:293; scripts/epoch5-data.mjs:312; scripts/epoch5-data.mjs:313; scripts/epoch5-data.mjs:316; scripts/epoch5-data.mjs:319; scripts/epoch5-data.mjs:336; scripts/epoch5-data.mjs:340; scripts/epoch5-data.mjs:341; scripts/epoch5-data.mjs:343; scripts/epoch5-data.mjs:344; scripts/epoch5-data.mjs:348; scripts/epoch5-data.mjs:372; server/utils/site-links.ts:20	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	path	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	1	'/links'	0	0/0	0/0		path: text().default("/links").notNull(),	 CONSTRAINT "site_link_pages_path_check" CHECK(path LIKE '/%' AND path NOT LIKE '//%'),	CONSTRAINT "site_link_pages_path_check" CHECK(path LIKE '/%' AND path NOT LIKE '//%')			site_link_pages_organization_id_site_id_path_unique UNIQUE(organization_id,site_id,path)	unique("site_link_pages_organization_id_site_id_path_unique").on(table.organization_id, table.site_id, table.path),	scripts/epoch5-data.mjs:4; scripts/epoch5-data.mjs:40; scripts/epoch5-data.mjs:41; scripts/epoch5-data.mjs:44; server/utils/localization-registry.ts:211; server/utils/localization-registry.ts:224; server/utils/localization-registry.ts:225; server/utils/localization-registry.ts:227; server/utils/site-links.ts:21; server/utils/site-links.ts:120; server/utils/site-links.ts:131; server/utils/site-links.ts:152; server/utils/site-links.ts:193; server/utils/site-links.ts:238; server/utils/site-links.ts:335; server/utils/public-locale-representations.ts:54; server/utils/public-locale-representations.ts:55; server/utils/public-locale-representations.ts:109; server/api/public/sites/[siteId]/conversion-events.post.ts:84; server/api/public/sites/[siteId]/conversion-events.post.ts:95; server/api/public/sites/[siteId]/conversion-events.post.ts:96; server/api/public/sites/[siteId]/conversion-events.post.ts:122	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	title	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	1		0	0/0	0/0		title: text().notNull(),							server/utils/localization-registry.ts:31; server/utils/localization-registry.ts:66; server/utils/localization-registry.ts:98; server/utils/localization-registry.ts:110; server/utils/localization-registry.ts:124; server/utils/localization-registry.ts:141; server/utils/localization-registry.ts:153; server/utils/localization-registry.ts:154; server/utils/site-links.ts:22; server/utils/site-links.ts:63; server/utils/site-links.ts:153; server/utils/site-links.ts:194; server/utils/site-links.ts:301; server/utils/site-links.ts:335; server/utils/site-links.ts:339; server/utils/site-links.ts:350; server/api/public/sites/[siteId]/conversion-events.post.ts:119	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	robots	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	1	'noindex,follow'	0	0/0	0/0		robots: text().default("noindex,follow").notNull(),	 CONSTRAINT "site_link_pages_robots_check" CHECK(robots IN ('index,follow', 'noindex,follow', 'index,nofollow', 'noindex,nofollow'))	CONSTRAINT "site_link_pages_robots_check" CHECK(robots IN ('index,follow', 'noindex,follow', 'index,nofollow', 'noindex,nofollow'))					server/utils/site-links.ts:23; server/utils/site-links.ts:64; server/utils/site-links.ts:109; server/utils/site-links.ts:110; server/utils/site-links.ts:113; server/utils/site-links.ts:146; server/utils/site-links.ts:147; server/utils/site-links.ts:154; server/utils/site-links.ts:195; server/utils/site-links.ts:302; server/utils/site-links.ts:335; server/utils/site-links.ts:340; server/utils/site-links.ts:351	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	seo_title	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	0		0	0/0	0/0		seo_title: text(),							server/utils/localization-registry.ts:23; server/utils/localization-registry.ts:37; server/utils/localization-registry.ts:49; server/utils/localization-registry.ts:74; server/utils/localization-registry.ts:90; server/utils/localization-registry.ts:100; server/utils/localization-registry.ts:115; server/utils/localization-registry.ts:124; server/utils/site-links.ts:24; server/utils/site-links.ts:65; server/utils/site-links.ts:155; server/utils/site-links.ts:196; server/utils/site-links.ts:335; server/utils/site-links.ts:341; server/utils/site-links.ts:352	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	seo_description	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	0		0	0/0	0/0		seo_description: text(),							server/utils/localization-registry.ts:24; server/utils/localization-registry.ts:38; server/utils/localization-registry.ts:50; server/utils/localization-registry.ts:75; server/utils/localization-registry.ts:91; server/utils/localization-registry.ts:101; server/utils/localization-registry.ts:116; server/utils/localization-registry.ts:124; server/utils/site-links.ts:25; server/utils/site-links.ts:66; server/utils/site-links.ts:156; server/utils/site-links.ts:197; server/utils/site-links.ts:335; server/utils/site-links.ts:342; server/utils/site-links.ts:353	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	created_at	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/0	0/0		created_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							scripts/epoch5-data.mjs:26; server/utils/site-links.ts:26; server/utils/site-links.ts:40; server/utils/site-links.ts:157; server/utils/site-links.ts:181; server/utils/site-links.ts:198; server/utils/site-links.ts:217; server/utils/site-links.ts:336; server/utils/site-links.ts:385	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	updated_at	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/0	0/0		updated_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							scripts/epoch5-data.mjs:26; scripts/epoch5-data.mjs:348; server/utils/site-links.ts:27; server/utils/site-links.ts:41; server/utils/site-links.ts:158; server/utils/site-links.ts:182; server/utils/site-links.ts:199; server/utils/site-links.ts:336; server/utils/site-links.ts:343; server/utils/site-links.ts:385; server/utils/site-links.ts:392	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_link_pages	updated_by	retain exact typed value	Professional links	Named public links page and SEO route	TEXT	0		0	0/0	0/0		updated_by: text(),							server/utils/site-links.ts:28; server/utils/site-links.ts:42; server/utils/site-links.ts:159; server/utils/site-links.ts:183; server/utils/site-links.ts:200; server/utils/site-links.ts:336; server/utils/site-links.ts:344; server/utils/site-links.ts:385; server/utils/site-links.ts:393	site-links.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	id	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	TEXT	1		1	0/12	0/10	text:12	id: text().primaryKey(),					sqlite_autoindex_site_locales_1 UNIQUE(id)	id: text().primaryKey(),	seed-definitions/pottery-house.ts:49; seed-definitions/pottery-house.ts:56; seed-definitions/pottery-house.ts:65; seed-definitions/pottery-house.ts:73; seed-definitions/pottery-house.ts:81; seed-definitions/pottery-house.ts:91; seed-definitions/pottery-house.ts:145; seed-definitions/pottery-house.ts:195; seed-definitions/pottery-house.ts:207; seed-definitions/pottery-house.ts:219; seed-definitions/pottery-house.ts:231; seed-definitions/pottery-house.ts:243; seed-definitions/pottery-house.ts:255; seed-definitions/pottery-house.ts:267; seed-definitions/pottery-house.ts:279; seed-definitions/pottery-house.ts:292; seed-definitions/pottery-house.ts:304; seed-definitions/pottery-house.ts:316; seed-definitions/pottery-house.ts:328; seed-definitions/pottery-house.ts:340; seed-definitions/pottery-house.ts:352; seed-definitions/pottery-house.ts:364; seed-definitions/pottery-house.ts:376; seed-definitions/pottery-house.ts:388	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	organization_id	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	TEXT	1		0	0/12	0/10	text:12	organization_id: text().notNull().references(() => organization.id, { onDelete: "cascade" } ),			organization.id ON DELETE CASCADE	group 0 organization_id -> sites.organization_id ON DELETE CASCADE; group 2 organization_id -> organization.id ON DELETE CASCADE	site_locales_organization_id_site_id_locale_unique UNIQUE(organization_id,site_id,locale); idx_site_locales_one_source_per_site UNIQUE PARTIAL(organization_id,site_id)	unique("site_locales_organization_id_site_id_locale_unique").on(table.organization_id, table.site_id, table.locale),; uniqueIndex("idx_site_locales_one_source_per_site").on(table.organization_id, table.site_id).where(sql`is_source = 1`),	seed-definitions/pottery-house.ts:899; seed-definitions/pottery-house.ts:920; seed-definitions/pottery-house.ts:925; seed-definitions/pottery-house.ts:929; seed-definitions/pottery-house.ts:998; seed-definitions/pottery-house.ts:1013; seed-definitions/pottery-house.ts:1021; seed-definitions/pottery-house.ts:1077; seed-definitions/pottery-house.ts:1094; seed-definitions/pottery-house.ts:1099; seed-definitions/pottery-house.ts:1106; seed-definitions/pottery-house.ts:1112; seed-definitions/pottery-house.ts:1146; seed-definitions/pottery-house.ts:1177; seed-definitions/pottery-house.ts:1211; seed-definitions/pottery-house.ts:1218; seed-definitions/pottery-house.ts:1246; seed-definitions/pottery-house.ts:1270; seed-definitions/ncls.ts:30; seed-definitions/ncls.ts:42; seed-definitions/ncls.ts:73; seed-definitions/ncls.ts:122; seed-definitions/ncls.ts:138; seed-definitions/ncls.ts:152	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	site_id	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	TEXT	1		0	0/12	0/10	text:12	site_id: text().notNull().references(() => sites.id, { onDelete: "cascade" } ),			sites.id ON DELETE CASCADE	group 0 site_id -> sites.id ON DELETE CASCADE; group 1 site_id -> sites.id ON DELETE CASCADE	site_locales_organization_id_site_id_locale_unique UNIQUE(organization_id,site_id,locale); idx_site_locales_one_source_per_site UNIQUE PARTIAL(organization_id,site_id)	unique("site_locales_organization_id_site_id_locale_unique").on(table.organization_id, table.site_id, table.locale),; uniqueIndex("idx_site_locales_one_source_per_site").on(table.organization_id, table.site_id).where(sql`is_source = 1`),	seed-definitions/pottery-house.ts:920; seed-definitions/pottery-house.ts:925; seed-definitions/pottery-house.ts:929; seed-definitions/pottery-house.ts:998; seed-definitions/pottery-house.ts:1013; seed-definitions/pottery-house.ts:1021; seed-definitions/pottery-house.ts:1077; seed-definitions/pottery-house.ts:1094; seed-definitions/pottery-house.ts:1099; seed-definitions/pottery-house.ts:1106; seed-definitions/pottery-house.ts:1112; seed-definitions/pottery-house.ts:1146; seed-definitions/pottery-house.ts:1177; seed-definitions/pottery-house.ts:1211; seed-definitions/pottery-house.ts:1218; seed-definitions/pottery-house.ts:1246; seed-definitions/pottery-house.ts:1270; seed-definitions/pottery-house.ts:1274; seed-definitions/ncls.ts:31; seed-definitions/ncls.ts:74; seed-definitions/ncls.ts:123; seed-definitions/ncls.ts:139; seed-definitions/ncls.ts:153; seed-definitions/ncls.ts:167	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	locale	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	TEXT	1		0	0/12	0/10	text:12	locale: text().notNull(),	 CONSTRAINT "site_locales_english_source_check" CHECK(locale <> 'en' OR (is_source = 1 AND status = 'published'))	CONSTRAINT "site_locales_english_source_check" CHECK(locale <> 'en' OR (is_source = 1 AND status = 'published'))			site_locales_organization_id_site_id_locale_unique UNIQUE(organization_id,site_id,locale)	unique("site_locales_organization_id_site_id_locale_unique").on(table.organization_id, table.site_id, table.locale),	seed-definitions/pottery-house.ts:49; seed-definitions/pottery-house.ts:50; seed-definitions/pottery-house.ts:56; seed-definitions/pottery-house.ts:57; seed-definitions/pottery-house.ts:729; seed-definitions/pottery-house.ts:745; seed-definitions/pottery-house.ts:761; seed-definitions/pottery-house.ts:777; seed-definitions/pottery-house.ts:795; seed-definitions/pottery-house.ts:809; seed-definitions/pottery-house.ts:875; seed-definitions/pottery-house.ts:925; seed-definitions/pottery-house.ts:1287; seed-definitions/pottery-house.ts:1288; seed-definitions/ncls.ts:121; seed-definitions/ncls.ts:124; seed-definitions/ncls.ts:4691; seed-definitions/ncls.ts:4709; seed-definitions/ncls.ts:4727; seed-definitions/ncls.ts:4745; seed-definitions/ncls.ts:4763; seed-definitions/ncls.ts:4781; seed-definitions/ncls.ts:4799; seed-definitions/ncls.ts:4817	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	label	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	TEXT	0		0	0/12	0/10	text:12	label: text(),							seed-definitions/pottery-house.ts:51; seed-definitions/pottery-house.ts:58; seed-definitions/pottery-house.ts:876; seed-definitions/pottery-house.ts:925; seed-definitions/ncls.ts:125; seed-definitions/ncls.ts:269; seed-definitions/ncls.ts:284; seed-definitions/ncls.ts:299; seed-definitions/ncls.ts:314; seed-definitions/ncls.ts:329; seed-definitions/ncls.ts:344; seed-definitions/ncls.ts:359; seed-definitions/ncls.ts:374; seed-definitions/ncls.ts:389; seed-definitions/ncls.ts:404; seed-definitions/ncls.ts:419; seed-definitions/ncls.ts:434; seed-definitions/ncls.ts:449; seed-definitions/ncls.ts:464; seed-definitions/ncls.ts:479; seed-definitions/ncls.ts:494; seed-definitions/ncls.ts:509; seed-definitions/ncls.ts:524; seed-definitions/ncls.ts:539	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	is_source	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	numeric	1	false	0	0/12	0/10	integer:12	is_source: integer({ mode: "boolean" }).default(false).notNull(),	 CONSTRAINT "site_locales_status_check" CHECK(status IN ('published', 'disabled') AND (is_source = 0 OR status = 'published')),;  CONSTRAINT "site_locales_english_source_check" CHECK(locale <> 'en' OR (is_source = 1 AND status = 'published'))	CONSTRAINT "site_locales_source_boolean_check" CHECK(is_source IN (0, 1)); CONSTRAINT "site_locales_status_check" CHECK(status IN ('published', 'disabled') AND (is_source = 0 OR status = 'published')); CONSTRAINT "site_locales_english_source_check" CHECK(locale <> 'en' OR (is_source = 1 AND status = 'published'))				uniqueIndex("idx_site_locales_one_source_per_site").on(table.organization_id, table.site_id).where(sql`is_source = 1`),	seed-definitions/pottery-house.ts:925; seed-definitions/ncls.ts:126; seed-definitions/kikuzuki.ts:679; seed-definitions/demo.ts:1267; scripts/client-import.mjs:571; scripts/generate-demo-seed.ts:87; scripts/generate-demo-seed.ts:106; scripts/epoch5-data.mjs:52; scripts/epoch5-data.mjs:66; server/utils/tenant-pages.ts:337; server/utils/tenant-pages.ts:436; server/utils/tenant-pages.ts:437; server/utils/tenant-pages.ts:441; server/utils/tenant-pages.ts:445; server/utils/tenant-pages.ts:446; server/utils/tenant-pages.ts:564; server/utils/tenant-pages.ts:565; server/utils/tenant-pages.ts:567; server/utils/tenant-pages.ts:762; server/utils/tenant-pages.ts:763; server/utils/tenant-pages.ts:764; server/utils/tenant-pages.ts:826; server/utils/tenant-pages.ts:827; server/utils/tenant-pages.ts:829	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	status	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	TEXT	1	'disabled'	0	0/12	0/10	text:12	status: text().default("disabled").notNull(),	 CONSTRAINT "site_locales_status_check" CHECK(status IN ('published', 'disabled') AND (is_source = 0 OR status = 'published')),;  CONSTRAINT "site_locales_english_source_check" CHECK(locale <> 'en' OR (is_source = 1 AND status = 'published'))	CONSTRAINT "site_locales_status_check" CHECK(status IN ('published', 'disabled') AND (is_source = 0 OR status = 'published')); CONSTRAINT "site_locales_english_source_check" CHECK(locale <> 'en' OR (is_source = 1 AND status = 'published'))					seed-definitions/pottery-house.ts:34; seed-definitions/pottery-house.ts:53; seed-definitions/pottery-house.ts:60; seed-definitions/pottery-house.ts:69; seed-definitions/pottery-house.ts:77; seed-definitions/pottery-house.ts:85; seed-definitions/pottery-house.ts:128; seed-definitions/pottery-house.ts:183; seed-definitions/pottery-house.ts:516; seed-definitions/pottery-house.ts:538; seed-definitions/pottery-house.ts:560; seed-definitions/pottery-house.ts:582; seed-definitions/pottery-house.ts:594; seed-definitions/pottery-house.ts:595; seed-definitions/pottery-house.ts:596; seed-definitions/pottery-house.ts:597; seed-definitions/pottery-house.ts:598; seed-definitions/pottery-house.ts:599; seed-definitions/pottery-house.ts:600; seed-definitions/pottery-house.ts:601; seed-definitions/pottery-house.ts:616; seed-definitions/pottery-house.ts:630; seed-definitions/pottery-house.ts:644; seed-definitions/pottery-house.ts:658	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	created_at	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/12	0/10	text:12	created_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							seed-definitions/pottery-house.ts:1113; seed-definitions/pottery-house.ts:1247; seed-definitions/pottery-house.ts:1274; seed-definitions/pottery-house.ts:1278; seed-definitions/ncls.ts:57; seed-definitions/ncls.ts:104; seed-definitions/ncls.ts:128; seed-definitions/ncls.ts:146; seed-definitions/ncls.ts:160; seed-definitions/ncls.ts:174; seed-definitions/ncls.ts:188; seed-definitions/ncls.ts:219; seed-definitions/ncls.ts:239; seed-definitions/ncls.ts:255; seed-definitions/ncls.ts:275; seed-definitions/ncls.ts:290; seed-definitions/ncls.ts:305; seed-definitions/ncls.ts:320; seed-definitions/ncls.ts:335; seed-definitions/ncls.ts:350; seed-definitions/ncls.ts:365; seed-definitions/ncls.ts:380; seed-definitions/ncls.ts:395; seed-definitions/ncls.ts:410	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_locales	updated_at	retain exact typed value	Tenant languages	Published/disabled locales and immutable English source relation	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/12	0/10	text:12	updated_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							seed-definitions/pottery-house.ts:1247; seed-definitions/pottery-house.ts:1274; seed-definitions/pottery-house.ts:1278; seed-definitions/ncls.ts:58; seed-definitions/ncls.ts:105; seed-definitions/ncls.ts:129; seed-definitions/ncls.ts:147; seed-definitions/ncls.ts:161; seed-definitions/ncls.ts:175; seed-definitions/ncls.ts:189; seed-definitions/ncls.ts:220; seed-definitions/ncls.ts:240; seed-definitions/ncls.ts:256; seed-definitions/ncls.ts:276; seed-definitions/ncls.ts:291; seed-definitions/ncls.ts:306; seed-definitions/ncls.ts:321; seed-definitions/ncls.ts:336; seed-definitions/ncls.ts:351; seed-definitions/ncls.ts:366; seed-definitions/ncls.ts:381; seed-definitions/ncls.ts:396; seed-definitions/ncls.ts:411; seed-definitions/ncls.ts:426	localization.ts; public-locale-representations.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
site_pageview_events	id	retain exact typed value	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	TEXT	1		1	0/31445	0/233	text:31445	id: text().primaryKey(),					sqlite_autoindex_site_pageview_events_1 UNIQUE(id)	id: text().primaryKey(),	scripts/reset-e2e-artifacts.ts:18; scripts/reset-e2e-artifacts.ts:36; scripts/reset-e2e-artifacts.ts:136; scripts/reset-e2e-artifacts.ts:137; scripts/reset-e2e-artifacts.ts:138; scripts/reset-e2e-artifacts.ts:148; scripts/reset-e2e-artifacts.ts:152; scripts/reset-e2e-artifacts.ts:173; scripts/reset-e2e-artifacts.ts:174; scripts/reset-e2e-artifacts.ts:175; scripts/reset-e2e-artifacts.ts:191; scripts/reset-e2e-artifacts.ts:192; scripts/reset-e2e-artifacts.ts:219; scripts/reset-e2e-artifacts.ts:220; scripts/reset-e2e-artifacts.ts:247; scripts/reset-e2e-artifacts.ts:251; scripts/reset-e2e-artifacts.ts:253; scripts/reset-e2e-artifacts.ts:255; scripts/reset-e2e-artifacts.ts:258; scripts/reset-e2e-artifacts.ts:259; scripts/reset-e2e-artifacts.ts:261; scripts/reset-e2e-artifacts.ts:262; scripts/reset-e2e-artifacts.ts:264; scripts/reset-e2e-artifacts.ts:265	pageview-tracking.ts; analytics.ts	Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts	Copy exact typed source value; typed logical hash parity required
