table	production_rows	staging_rows	source_columns	final_disposition	owner	responsibility	canonical_readers_writers	direct_sql_boundaries	target_checks	retention
site_domain_events	21	0	12	retain domain table	Domain audit history	Before/after provider/DNS lifecycle facts	domains.ts; domain-read-model.ts	server/utils/domains.ts:403; server/utils/domain-read-model.ts:186; server/api/admin/domains.get.ts:41	CONSTRAINT "site_domain_events_before_state_check" CHECK(before_state IS NULL OR (json_valid(before_state))); CONSTRAINT "site_domain_events_after_state_check" CHECK(after_state IS NULL OR (json_valid(after_state))); CONSTRAINT "site_domain_events_metadata_check" CHECK(metadata IS NULL OR (json_valid(metadata)))	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge
site_domains	16	13	39	retain domain table	Domain lifecycle	Canonical assignment/role/DNS/SSL verification and provider status	domains.ts; domain-read-model.ts	seed-definitions/pottery-house.ts:929; seed-definitions/kikuzuki.ts:683; seed-definitions/demo.ts:1271; scripts/backup-kikuzuki.mjs:79; scripts/client-import.mjs:564; scripts/generate-pottery-house-seed.ts:54; scripts/generate-ncls-seed.ts:56; scripts/generate-kikuzuki-seed.ts:78; scripts/generate-demo-seed.ts:83; scripts/generate-demo-seed.ts:102; scripts/generate-demo-seed.ts:311; server/utils/dashboard-context.ts:331; server/utils/dashboard-context.ts:340; server/utils/domains.ts:195; server/utils/domains.ts:232; server/utils/domains.ts:240; server/utils/domains.ts:261; server/utils/domains.ts:271; server/utils/domains.ts:285; server/utils/domains.ts:542; server/utils/domains.ts:572; server/utils/domains.ts:579; server/utils/domains.ts:586; server/utils/domains.ts:659; server/utils/domains.ts:742; server/utils/domains.ts:809; server/utils/domains.ts:853; server/utils/domains.ts:901; server/utils/domains.ts:928; server/utils/domains.ts:949; server/utils/domains.ts:976; server/utils/domains.ts:1005; server/utils/domains.ts:1012; server/utils/domains.ts:1017; server/utils/domains.ts:1018; server/utils/domains.ts:1030; server/utils/domains.ts:1033; server/utils/domains.ts:1038; server/utils/domains.ts:1046; server/utils/domains.ts:1055; server/utils/domains.ts:1068; server/utils/domains.ts:1082; server/utils/domains.ts:1115; server/utils/domains.ts:1119; server/utils/domain-read-model.ts:8; server/utils/mcp-workflows.ts:24; server/utils/mcp-workflows.ts:39; server/api/sites.get.ts:53; server/api/sites/[siteId].get.ts:21; server/api/admin/sites/[siteId]/transfer.post.ts:151; server/utils/mcp-executor/shared.ts:903; server/utils/mcp-executor/shared.ts:904; server/utils/mcp-context.ts:93; server/utils/mcp-context.ts:176; server/api/sites/[siteId]/setup-progress.get.ts:72; server/api/sites/[siteId]/settings.get.ts:48; server/utils/zaraz-analytics.ts:366; server/utils/mcp-auth.ts:352; server/utils/mcp-auth.ts:354; server/utils/tenant-pages.ts:184; server/utils/location-access.ts:39; server/utils/post-management.ts:150; server/utils/site-settings.ts:88; server/utils/pageview-tracking.ts:87; server/utils/site-analytics-report.ts:149; server/utils/site-analytics-report.ts:168; server/utils/review-requests.ts:126; server/utils/review-requests.ts:161; server/utils/public-resource-cache.ts:83; server/middleware/tenant-resolution.ts:114; server/middleware/tenant-resolution.ts:118; server/middleware/tenant-resolution.ts:395; server/middleware/tenant-resolution.ts:396; server/api/admin/clients.get.ts:146; server/api/dev/site-transfer-state.get.ts:31; server/api/dev/site-transfer-state.get.ts:39; server/api/admin/domains.get.ts:32; server/api/admin/domains.get.ts:42; server/api/sites/[siteId]/domains/[domainId].patch.ts:59; server/api/sites/[siteId]/domains/[domainId].patch.ts:68; server/api/sites/[siteId]/domains/[domainId].patch.ts:73; server/api/sites/[siteId]/domains/[domainId].patch.ts:81; server/api/sites/[siteId]/domains/[domainId].patch.ts:92; server/api/sites/[siteId]/domains/[domainId].patch.ts:101; server/api/sites/[siteId]/domains/[domainId].patch.ts:110; server/api/sites/[siteId]/domains/[domainId].delete.ts:17; server/api/mcp.post.ts:376; server/api/sites/[siteId]/domains/[domainId]/sync.post.ts:25; server/api/public/sites/[siteId]/reservations.post.ts:69; server/api/public/sites/[siteId]/experiences/[slug]/book.post.ts:32	CONSTRAINT "site_domains_metadata_check" CHECK(metadata IS NULL OR (json_valid(metadata))); CONSTRAINT "site_domains_type_check" CHECK(type IN ('subdomain', 'custom')); CONSTRAINT "site_domains_role_check" CHECK(role IN ('canonical', 'secondary')); CONSTRAINT "site_domains_status_check" CHECK(status IN ('pending', 'verifying', 'active', 'blocked', 'failed', 'disabled', 'deleted')); CONSTRAINT "site_domains_validation_strategy_check" CHECK(validation_strategy IN ('http_auto', 'txt_manual', 'delegated_dcv')); CONSTRAINT "site_domains_dns_status_check" CHECK(dns_status IN ('pending', 'valid', 'invalid', 'unknown'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
site_language_licenses	1	0	15	retain domain table	Language billing	Paid locale lifecycle/provider item/quantity/idempotency; English not billed	site-language-billing.ts	server/utils/localization.ts:198; server/utils/localization.ts:216; server/utils/localization.ts:307; server/utils/localization.ts:354; server/utils/site-transfer.ts:229; server/utils/site-language-billing.ts:111; server/utils/site-language-billing.ts:120; server/utils/site-language-billing.ts:133; server/utils/site-language-billing.ts:174; server/utils/site-language-billing.ts:204; server/utils/site-language-billing.ts:226; server/utils/site-language-billing.ts:238; server/utils/site-language-billing.ts:262; server/utils/site-language-billing.ts:280; server/utils/site-language-billing.ts:292; server/utils/site-language-billing.ts:304; server/utils/site-language-billing.ts:332; server/utils/site-language-billing.ts:343; server/utils/site-language-billing.ts:356; server/utils/site-language-billing.ts:401; server/utils/site-language-billing.ts:441; server/plugins/sitemap.ts:136	CONSTRAINT "site_language_licenses_status_check" CHECK("site_language_licenses"."status" IN ('enabling', 'active', 'disabling', 'disabled')); CONSTRAINT "site_language_licenses_non_english_check" CHECK("site_language_licenses"."locale" <> 'en')	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
site_link_items	0	0	11	retain domain table	Professional links	Ordered explicit client destinations under links page	site-links.ts	server/utils/site-links.ts:215; server/utils/site-links.ts:324; server/utils/site-links.ts:361; server/utils/site-links.ts:367; server/utils/site-links.ts:375; server/utils/site-links.ts:383; server/utils/public-shell-query.ts:154; server/api/public/sites/[siteId]/conversion-events.post.ts:84	CONSTRAINT "site_link_items_status_check" CHECK(status IN ('active', 'hidden'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
site_link_pages	0	0	11	retain domain table	Professional links	Named public links page and SEO route	site-links.ts	server/utils/site-links.ts:207; server/utils/site-links.ts:334; server/utils/public-locale-representations.ts:54; server/api/public/sites/[siteId]/conversion-events.post.ts:84	CONSTRAINT "site_link_pages_path_check" CHECK(path LIKE '/%' AND path NOT LIKE '//%'); CONSTRAINT "site_link_pages_robots_check" CHECK(robots IN ('index,follow', 'noindex,follow', 'index,nofollow', 'noindex,nofollow'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
site_locales	12	10	9	retain domain table	Tenant languages	Published/disabled locales and immutable English source relation	localization.ts; public-locale-representations.ts	seed-definitions/pottery-house.ts:924; seed-definitions/kikuzuki.ts:678; seed-definitions/demo.ts:1266; scripts/audit-orphaned-media-placements.mjs:20; scripts/client-import.mjs:571; scripts/generate-demo-seed.ts:86; scripts/generate-demo-seed.ts:105; scripts/epoch5-data.mjs:49; scripts/epoch5-data.mjs:66; server/utils/content-documents.ts:26; server/utils/tenant-pages.ts:329; server/utils/tenant-pages.ts:337; server/utils/tenant-pages.ts:437; server/utils/tenant-pages.ts:565; server/utils/tenant-pages.ts:762; server/utils/tenant-pages.ts:763; server/utils/tenant-pages.ts:764; server/utils/tenant-pages.ts:827; server/utils/tenant-pages.ts:834; server/utils/tenant-pages.ts:973; server/utils/tenant-pages.ts:974; server/utils/tenant-pages.ts:975; server/utils/localization.ts:121; server/utils/localization.ts:143; server/utils/localization.ts:353; server/utils/localization.ts:513; server/utils/social-card.ts:227; server/utils/site-transfer.ts:302; server/utils/site-links.ts:242; server/utils/site-language-billing.ts:168; server/utils/site-language-billing.ts:198; server/utils/site-language-billing.ts:233; server/utils/site-language-billing.ts:266; server/utils/site-language-billing.ts:299; server/utils/site-language-billing.ts:367; server/utils/site-language-billing.ts:402; server/utils/site-language-billing.ts:440; server/utils/site-creation.ts:123; server/utils/public-tenant-pages.ts:296; server/utils/public-shell-query.ts:74; server/utils/public-locale-representations.ts:99; server/utils/public-locale-representations.ts:111; server/utils/public-locale-representations.ts:121; server/utils/professional-services.ts:493; server/middleware/zz-redirects.ts:38	CONSTRAINT "site_locales_source_boolean_check" CHECK(is_source IN (0, 1)); CONSTRAINT "site_locales_status_check" CHECK(status IN ('published', 'disabled') AND (is_source = 0 OR status = 'published')); CONSTRAINT "site_locales_english_source_check" CHECK(locale <> 'en' OR (is_source = 1 AND status = 'published'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
site_pageview_events	31445	233	19	retain domain table	Raw analytics	Page view with pseudonymous visitor/session and captured dimensions	pageview-tracking.ts; analytics.ts	server/utils/analytics.ts:18; server/utils/analytics.ts:21; server/utils/analytics.ts:22; server/utils/pageview-tracking.ts:122; server/utils/pageview-tracking.ts:170; server/utils/pageview-tracking.ts:175; server/utils/pageview-tracking.ts:186; server/utils/pageview-tracking.ts:197; server/utils/site-analytics-report.ts:81; server/utils/site-analytics-report.ts:82; server/utils/site-analytics-report.ts:83; server/utils/site-analytics-report.ts:84; server/utils/site-analytics-report.ts:91; server/utils/site-analytics-report.ts:92; server/utils/site-analytics-report.ts:93; server/utils/site-analytics-report.ts:113; server/utils/site-analytics-report.ts:121; server/utils/site-analytics-report.ts:130; server/utils/site-analytics-report.ts:141; server/utils/site-analytics-report.ts:151; server/utils/site-analytics-report.ts:163; server/utils/site-analytics-report.ts:164; server/utils/site-analytics-report.ts:165; server/utils/site-analytics-report.ts:166; server/utils/site-analytics-report.ts:167; server/utils/site-analytics-report.ts:168; server/utils/site-analytics-report.ts:335		Existing raw retention 90 days (site-analytics-report.ts:327); preserve all still-present source facts
site_redirects	8	4	14	retain domain table	Public route history	Explicit redirect/gone/noindex history and optional content owner	tenant-pages.ts; localization.ts; middleware/zz-redirects.ts	server/utils/blog-publishing.ts:95; server/utils/blog-publishing.ts:115; server/utils/tenant-pages.ts:357; server/utils/tenant-pages.ts:372; server/utils/tenant-pages.ts:408; server/utils/tenant-pages.ts:424; server/utils/tenant-pages.ts:580; server/utils/tenant-pages.ts:962; server/utils/localization.ts:594; server/utils/localization.ts:631; server/utils/localization.ts:720; server/utils/localization.ts:773; server/utils/localization.ts:922; server/utils/site-language-billing.ts:395; server/utils/platform-content.ts:1273; server/middleware/zz-redirects.ts:75; server/middleware/zz-redirects.ts:161	CONSTRAINT "site_redirects_from_path_check" CHECK(from_path LIKE '/%'); CONSTRAINT "site_redirects_behavior_check" CHECK(behavior IN ('redirect', 'gone', 'noindex')); CONSTRAINT "site_redirects_redirect_to_path_check" CHECK(behavior != 'redirect' OR to_path IS NOT NULL); CONSTRAINT "site_redirects_owner_check" CHECK((owner_type IS NULL AND owner_id IS NULL) OR (owner_type IS NOT NULL AND owner_id IS NOT NULL))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
site_theme_tokens	1	1	9	retain domain table	Template styling	Validated client template-specific design overrides	professional-services.ts; professional-services-editor.ts	server/utils/professional-services-editor.ts:506; server/utils/platform-content.ts:833; server/utils/professional-services.ts:374	CONSTRAINT "site_theme_tokens_tokens_json_check" CHECK(tokens_json IS NULL OR (json_valid(tokens_json) AND json_type(tokens_json) IS 'object')); CONSTRAINT "site_theme_tokens_status_check" CHECK(status IN ('active', 'disabled'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
site_transfer_requests	2	0	24	retain domain table	Ownership transfer	Claim/payment/invitation/completion history; restoration snapshot retires	site-transfer.ts; billing-webhook-app-events.ts	scripts/reset-e2e-artifacts.ts:243; scripts/reset-e2e-artifacts.ts:276; server/utils/billing-webhook-app-events.ts:167; server/api/admin/sites/[siteId]/transfer.post.ts:116; server/api/admin/sites/[siteId]/transfer.post.ts:162; server/api/admin/sites/[siteId]/transfer.post.ts:165; server/api/admin/sites/[siteId]/transfer.get.ts:44; server/api/admin/sites/[siteId]/transfer.delete.ts:52; server/api/admin/sites/[siteId]/transfer/force-accept.post.ts:46; server/api/admin/sites/[siteId]/transfer/force-accept.post.ts:112; server/api/admin/sites/[siteId]/transfer/force-accept.post.ts:136; server/utils/transfer-onboarding-context.ts:58; server/utils/transfer-onboarding-context.ts:81; server/utils/transfer-onboarding-context.ts:105; server/utils/site-transfer.ts:274; server/utils/site-transfer.ts:414; server/utils/site-transfer.ts:448; server/utils/site-transfer.ts:524; server/utils/site-transfer.ts:547; server/utils/site-transfer.ts:570; server/utils/site-transfer.ts:619; server/utils/site-transfer.ts:630; server/utils/site-transfer.ts:662; server/utils/site-transfer.ts:691; server/api/admin/organizations/[orgId]/billing.get.ts:51; server/api/admin/clients.get.ts:142; server/api/dev/site-transfer-state.get.ts:23; server/api/site-transfer/[token].get.ts:34; server/api/site-transfer/[token]/accept.post.ts:159; server/api/site-transfer/[token]/accept.post.ts:243; server/api/site-transfer/[token]/accept.post.ts:261; server/api/site-transfer/[token]/accept.post.ts:273; server/api/site-transfer/[token]/accept.post.ts:282; server/api/site-transfer/[token]/accept.post.ts:299; server/api/site-transfer/[token]/accept.post.ts:320; server/api/site-transfer/[token]/accept.post.ts:338; server/api/site-transfer/[token]/accept.post.ts:482; server/api/site-transfer/[token]/accept.post.ts:498; server/api/site-transfer/[token]/accept.post.ts:546; server/api/site-transfer/[token]/accept.post.ts:620; server/api/site-transfer/[token]/accept.post.ts:639	CONSTRAINT "site_transfer_requests_status_check" CHECK(status IN ('pending', 'accepted', 'cancelled')); CONSTRAINT "site_transfer_requests_invited_plan_check" CHECK(invited_plan IN ('growth')); CONSTRAINT "site_transfer_requests_invited_interval_check" CHECK(invited_interval IN ('month', 'year'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
sites	11	9	33	retain domain table	Tenant site	Brand identity/contact/template identifier/tenant and feature scope	platform-content.ts; utils/template-registry.ts	seed-definitions/pottery-house.ts:898; seed-definitions/kikuzuki.ts:652; seed-definitions/demo.ts:1241; scripts/backup-kikuzuki.mjs:73; scripts/backup-kikuzuki.mjs:113; scripts/audit-orphaned-media-placements.mjs:9; scripts/audit-orphaned-media-placements.mjs:14; scripts/canary-prod.mjs:57; scripts/client-import.mjs:547; scripts/client-import.mjs:892; scripts/verify-seeded-d1.ts:24; scripts/generate-pottery-house-seed.ts:52; scripts/generate-pottery-house-seed.ts:97; scripts/generate-ncls-seed.ts:53; scripts/generate-kikuzuki-seed.ts:76; scripts/generate-kikuzuki-seed.ts:113; scripts/generate-demo-seed.ts:81; scripts/generate-demo-seed.ts:100; scripts/epoch5-data.mjs:66; scripts/reset-e2e-artifacts.ts:148; scripts/reset-e2e-artifacts.ts:175; scripts/reset-e2e-artifacts.ts:246; scripts/provision-development-auth.ts:72; scripts/provision-development-auth.ts:73; scripts/provision-development-auth.ts:76; scripts/lint-seeds.mjs:112; server/utils/chowbot-media.ts:295; server/utils/blog-publishing.ts:108; server/utils/billing.ts:53; server/utils/billing.ts:102; server/utils/billing-site-resource.ts:23; server/utils/ai-credits.ts:482; server/utils/dashboard-notification-links.ts:32; server/utils/dashboard-context.ts:334; server/utils/dashboard-context.ts:343; server/utils/dashboard-context.ts:406; server/utils/dashboard-context.ts:521; server/utils/dashboard-booking-details.ts:127; server/utils/dashboard-booking-details.ts:145; server/utils/dashboard-agenda.ts:221; server/utils/dashboard-agenda.ts:275; server/utils/content-documents.ts:16; server/utils/dashboard-route-capability.ts:41; server/utils/dashboard-redirects.ts:21; server/utils/experiences.ts:339; server/domain/guest-threads/repository.ts:193; server/domain/guest-threads/repository.ts:454; server/domain/guest-threads/operations.ts:247; server/domain/guest-threads/booking-changes.ts:23; server/domain/guest-threads/booking-changes.ts:92; server/utils/notification-access.ts:68; server/utils/member-access.ts:310; server/utils/member-access.ts:415; server/utils/member-access.ts:510; server/utils/member-access.ts:527; server/utils/member-access.ts:538; server/utils/member-access.ts:552; server/utils/member-access.ts:577; server/utils/member-access.ts:592; server/utils/mcp-workflows.ts:25; server/utils/mcp-workflows.ts:40; server/api/sites.get.ts:55; server/api/admin/work-requests.get.ts:24; server/api/sites/[siteId].get.ts:23; server/api/admin/sites/[siteId]/transfer.post.ts:40; server/api/admin/sites/[siteId]/transfer.get.ts:23; server/api/admin/sites/[siteId]/transfer.delete.ts:22; server/utils/mcp-executor/shared.ts:908; server/utils/mcp-executor/index.ts:297; server/utils/mcp-context.ts:95; server/api/sites/[siteId]/setup-progress.get.ts:73; server/api/sites/[siteId]/settings.get.ts:50; server/utils/zaraz-analytics.ts:357; server/utils/mcp-auth.ts:353; server/utils/transfer-onboarding-context.ts:82; server/utils/transfer-onboarding-context.ts:106; server/utils/location-qa.ts:272; server/utils/location-management.ts:222; server/utils/location-management.ts:275; server/utils/location-access.ts:41; server/utils/localization.ts:351; server/utils/localization.ts:419; server/utils/product-management.ts:195; server/utils/social-card.ts:138; server/utils/social-card.ts:196; server/utils/site-transfer.ts:183; server/utils/site-transfer.ts:223; server/utils/site-transfer.ts:288; server/utils/site-transfer.ts:663; server/utils/post-management.ts:847; server/utils/site-settings.ts:101; server/utils/site-settings.ts:422; server/utils/site-settings.ts:492; server/utils/site-settings.ts:544; server/utils/platform-media.ts:136; server/utils/site-links.ts:228; server/utils/site-creation.ts:52; server/utils/site-creation.ts:85; server/utils/site-creation.ts:103; server/utils/site-creation.ts:115; server/utils/site-creation.ts:171; server/utils/site-creation.ts:349; server/utils/site-creation.ts:356; server/utils/platform-mcp-executor.ts:346; server/utils/platform-mcp-executor.ts:900; server/utils/platform-content.ts:342; server/utils/platform-content.ts:573; server/utils/platform-content.ts:584; server/utils/platform-content.ts:790; server/utils/platform-content.ts:828; server/utils/platform-content.ts:899; server/utils/onboarding-checklist.ts:104; server/utils/site-config.ts:44; server/utils/site-analytics-report.ts:55; server/utils/site-analytics-report.ts:315; server/utils/site-analytics-report.ts:331; server/utils/review-requests.ts:133; server/utils/review-requests.ts:168; server/utils/review-management.ts:15; server/utils/public-resource-cache.ts:86; server/utils/public-products.ts:60; server/utils/public-products.ts:195; server/utils/public-products.ts:208; server/utils/public-locale-representations.ts:33; server/utils/public-locale-representations.ts:49; server/utils/public-base.ts:75; server/utils/professional-services.ts:72; server/utils/professional-services.ts:384; server/api/admin/overview.get.ts:21; server/api/admin/organizations/[orgId]/billing.get.ts:26; server/api/admin/organizations/[orgId]/billing.get.ts:52; server/api/admin/mcp-usage.get.ts:50; server/plugins/sitemap.ts:123; server/middleware/zz-redirects.ts:56; server/middleware/tenant-resolution.ts:60; server/middleware/tenant-resolution.ts:113; server/middleware/tenant-resolution.ts:227; server/middleware/tenant-resolution.ts:380; server/middleware/tenant-resolution.ts:394; server/api/admin/clients.get.ts:139; server/api/dev/site-transfer-state.get.ts:32; server/api/admin/domains.get.ts:33; server/api/admin/domains.get.ts:43; server/api/dev/billing-state.get.ts:33; server/api/site-status.get.ts:27; server/api/sites/validate-subdomain.post.ts:49; server/api/admin/analytics.get.ts:22; server/api/admin/analytics.get.ts:25; server/api/billing/analytics-intent.post.ts:94; server/api/site-transfer/[token].get.ts:35; server/api/dashboard/organizations/members/[memberId]/role.post.ts:63; server/api/dashboard/onboarding/complete.post.ts:23; server/api/dashboard/onboarding/complete.post.ts:47; server/api/dashboard/onboarding/drafts/[draftId]/commit.post.ts:120; server/api/public/sites/[siteId]/reviews.get.ts:10; server/api/public/sites/[siteId]/reservations.post.ts:69; server/api/public/sites/[siteId]/reservations/[reservationId]/cancel.post.ts:103; server/api/public/sites/[siteId]/reservations/availability.get.ts:27; server/api/public/sites/[siteId]/qa.get.ts:10; server/api/public/sites/[siteId]/pages.get.ts:13; server/api/public/sites/[siteId]/locations.get.ts:62; server/api/public/sites/[siteId]/locations/[slug].get.ts:30; server/api/public/sites/[siteId]/experiences.get.ts:13; server/api/public/sites/[siteId]/experiences/[slug].get.ts:14; server/api/public/sites/[siteId]/config.get.ts:23; server/api/public/sites/[siteId]/experiences/[slug]/book.post.ts:32; server/api/public/sites/[siteId]/experiences/[slug]/availability.get.ts:25; server/api/public/sites/[siteId]/contact.post.ts:44; server/api/public/sites/[siteId]/conversion-events.post.ts:32; server/api/public/sites/[siteId]/locales.get.ts:22; server/api/public/sites/[siteId]/localized-route.get.ts:17; server/api/public/sites/[siteId]/experiences/bookings/[bookingId]/cancel.post.ts:103	CONSTRAINT "sites_feature_overrides_check" CHECK(feature_overrides IS NULL OR (json_valid(feature_overrides) AND json_type(feature_overrides) IS 'object')); CONSTRAINT "sites_theme_id_check" CHECK("sites"."theme_id" IN ('saya-theme-v1', 'blawby-theme-v1')); CONSTRAINT "sites_status_check" CHECK("sites"."status" IN ('active', 'inactive', 'suspended')); CONSTRAINT "sites_onboarding_status_check" CHECK("sites"."onboarding_status" IN ('pending', 'active', 'failed')); CONSTRAINT "sites_url_structure_check" CHECK("sites"."url_structure" IN ('location_subdirectories', 'brand_pages')); CONSTRAINT "sites_vertical_check" CHECK("sites"."vertical" IN ('restaurant', 'experience', 'retail', 'wellness', 'service')); CONSTRAINT "sites_default_currency_check" CHECK("sites"."default_currency" IN ('THB','USD','EUR','GBP','JPY','AUD','CAD','SGD','HKD','MYR','IDR','PHP','VND','INR'))	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable
spent_subdomains	0	0	4	retain domain table	Hostname tombstone	Retired hostname reassignment protection; site_id deliberately has no FK	domains.ts; middleware/tenant-resolution.ts	server/utils/domains.ts:211; server/utils/domains.ts:257; server/middleware/tenant-resolution.ts:408		Indefinite hostname tombstone deliberately survives deleted tenant
stripe_ga4_subscription_intents	0	0	20	retain domain table	Billing attribution	Expiring consume-once subscription-change attribution intent	stripe-ga4-intents.ts	server/utils/stripe-ga4-intents.ts:88; server/utils/stripe-ga4-intents.ts:183; server/utils/stripe-ga4-intents.ts:234; server/utils/stripe-ga4-intents.ts:243; server/utils/stripe-ga4-intents.ts:256; server/utils/stripe-ga4-intents.ts:333; server/utils/stripe-ga4-intents.ts:339	CONSTRAINT "stripe_ga4_subscription_intents_action_check" CHECK("stripe_ga4_subscription_intents"."action" IN ('initial_subscription', 'upgrade', 'downgrade')); CONSTRAINT "stripe_ga4_subscription_intents_status_check" CHECK("stripe_ga4_subscription_intents"."status" IN ('pending', 'consumed', 'expired')); CONSTRAINT "stripe_ga4_subscription_intents_timing_check" CHECK("stripe_ga4_subscription_intents"."effective_timing" IN ('immediate', 'period_end'))	Existing terminal retention 90 days (stripe-ga4-intents.ts:337); preserve pending consume-once identity
stripe_invoice_payments	5	5	17	retain domain table	Payment ledger	Invoice payment/event order evidence and GA4 delivery claim	better-auth-stripe.ts; stripe-processed-invoice-replay.ts	seed-definitions/billing-sql.ts:74; seed-definitions/billing-sql.ts:96; server/utils/better-auth-stripe.ts:723; server/utils/better-auth-stripe.ts:849; server/utils/better-auth-stripe.ts:850; server/utils/better-auth-stripe.ts:851; server/utils/better-auth-stripe.ts:852; server/utils/better-auth-stripe.ts:853; server/utils/better-auth-stripe.ts:854; server/utils/stripe-processed-invoice-replay.ts:344; server/utils/stripe-processed-invoice-replay.ts:780; server/utils/stripe-ga4-intents.ts:273; server/utils/stripe-ga4-intents.ts:291; server/utils/stripe-ga4-intents.ts:304; server/utils/stripe-ga4-intents.ts:320; server/utils/organization-subscription-reconciliation.ts:925; server/api/dev/billing-state.get.ts:40	CONSTRAINT "stripe_invoice_payments_status_check" CHECK(status IN ('paid', 'processing', 'failed')); CONSTRAINT "stripe_invoice_payments_ga4_purchase_status_check" CHECK(ga4_purchase_status IN ('pending', 'sending', 'sent', 'failed'))	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge
stripe_subscription_versions	3	0	4	retain domain table	Provider ordering	Exact last event time/ID per subscription to reject stale delivery	better-auth-stripe.ts; organization-subscription-reconciliation.ts	scripts/reset-e2e-artifacts.ts:211; server/utils/better-auth-stripe.ts:430; server/utils/better-auth-stripe.ts:489; server/utils/organization-subscription-reconciliation.ts:939		Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge
stripe_webhook_events	29	1	13	retain domain table	Webhook inbox	Event payload/processing lease/retry/dead-letter outcome	better-auth-stripe.ts; tasks/stripe-reconciliation.ts	server/utils/better-auth-stripe.ts:555; server/utils/better-auth-stripe.ts:579; server/utils/better-auth-stripe.ts:592; server/utils/better-auth-stripe.ts:618; server/utils/better-auth-stripe.ts:632; server/utils/better-auth-stripe.ts:643; server/utils/better-auth-stripe.ts:654; server/tasks/stripe-reconciliation.ts:31; server/tasks/stripe-reconciliation.ts:61; server/utils/stripe-processed-invoice-replay.ts:329; server/utils/stripe-processed-invoice-replay.ts:761; server/utils/stripe-dead-letter-requeue.ts:290; server/utils/stripe-dead-letter-requeue.ts:421; server/utils/organization-subscription-reconciliation.ts:958; server/api/dev/billing-state.get.ts:48	CONSTRAINT "stripe_webhook_events_status_check" CHECK(status IN ('pending', 'processed', 'failed', 'dead_letter')); CONSTRAINT "stripe_webhook_events_payload_check" CHECK(payload IS NULL OR (json_valid(payload)))	Existing payload retention 90 days (tasks/stripe-reconciliation.ts:26); preserve event/dead-letter outcomes even when provider payload unavailable
subscription	3	5	20	retain domain table	Better Auth	Supported provider-owned subscription schema/adapter contract; full pinned 18-table census proves indirect consumers	auth.ts; better-auth-stripe.ts; member-access.ts	seed-definitions/billing-sql.ts:73; seed-definitions/billing-sql.ts:78; scripts/generate-demo-seed.ts:305; scripts/reset-e2e-artifacts.ts:184; scripts/reset-e2e-artifacts.ts:214; server/utils/billing-access.ts:29		Preserve supported provider state/issued credentials exactly; provider expiry/revocation and existing FK lifecycle remain authoritative
team	23	0	6	retain domain table	Better Auth	Supported provider-owned team schema/adapter contract; full pinned 18-table census proves indirect consumers	auth.ts; better-auth-stripe.ts; member-access.ts	scripts/provision-development-auth.ts:70		Preserve supported provider state/issued credentials exactly; provider expiry/revocation and existing FK lifecycle remain authoritative
teamMember	4	0	5	retain domain table	Better Auth	Supported provider-owned teamMember schema/adapter contract; full pinned 18-table census proves indirect consumers	auth.ts; better-auth-stripe.ts; member-access.ts	scripts/provision-development-auth.ts:74; scripts/provision-development-auth.ts:96		Preserve supported provider state/issued credentials exactly; provider expiry/revocation and existing FK lifecycle remain authoritative
